21100260,상권,골목상권,2110026,2019,1,종로5가역 4번,종로5·6가동,11110630,Orange,Blue,Yellow,Green,Red
21100270,상권,골목상권,2110027,2019,1,혜화역 1번,이화동,11110640,Green,Green,Red,Orange,Green
21100280,상권,골목상권,2110028,2019,1,이화달팽이길,이화동,11110640,Orange,Green,Orange,Yellow,Orange
21100290,상권,골목상권,2110029,2019,1,동대문역 1번,창신제2동,11110680,Blue,Red,Yellow,Green,Blue
21100300,상권,골목상권,2110030,2019,1,동대문역 3번,창신제1동,11110670,Blue,Red,Green,Green,Green
21100310,상권,골목상권,2110031,2019,1,창신역 1번,창신제3동,11110690,Yellow,Green,Orange,Orange,Yellow
21100320,상권,골목상권,2110032,2019,1,수족관거리,창신제1동,11110670,Orange,Red,Blue,Yellow,Orange
21100330,상권,골목상권,2110033,2019,1,창신역 4번,숭인제1동,11110700,Green,Red,Green,Yellow,Blue
21100340,상권,골목상권,2110034,2019,1,창신1동주민센터,창신제1동,11110670,Orange,Red,Green,Green,Yellow
21100350,상권,골목상권,2110035,2019,1,동묘앞역 2번,숭인제2동,11110710,Green,Red,Yellow,Green,Green
21100360,상권,골목상권,2110036,2019,1,동묘앞역 3번,숭인제2동,11110710,Orange,Red,Yellow,Green,Green
21100370,상권,골목상권,2110037,2019,1,신설동역 12번,숭인제2동,11110710,Yellow,Red,Green,Green,Yellow
21100380,상권,골목상권,2110038,2019,1,경향신문사,소공동,11140520,Orange,Blue,Yellow,Orange,Red
21100390,상권,골목상권,2110039,2019,1,회현역 1번,회현동,11140540,Green,Blue,Blue,Green,Red
21100400,상권,골목상권,2110040,2019,1,중구회현체육센터(정화예술대남산캠퍼스),회현동,11140540,Orange,Blue,Yellow,Orange,Red
21100410,상권,골목상권,2110041,2019,1,남산케이블카,명동,11140550,Orange,Blue,Red,Red,Red
21100420,상권,골목상권,2110042,2019,1,남산골공원옆,필동,11140570,Yellow,Blue,Yellow,Red,Orange
21100430,상권,골목상권,2110043,2019,1,충무초등학교,장충동,11140580,Yellow,Green,Green,Yellow,Orange
21100440,상권,골목상권,2110044,2019,1,관성묘,장충동,11140580,Orange,Green,Green,Orange,Orange
21100450,상권,골목상권,2110045,2019,1,동대문역사문화공원역 5번,장충동,11140580,Yellow,Blue,Yellow,Yellow,Orange
21100460,상권,골목상권,2110046,2019,1,버티고개,다산동,11140625,Orange,Green,Red,Green,Yellow
21100470,상권,골목상권,2110047,2019,1,다산성곽길,다산동,11140625,Green,Green,Yellow,Orange,Yellow
21100480,상권,골목상권,2110048,2019,1,장충동주민센터,장충동,11140580,Green,Green,Orange,Yellow,Yellow
21100490,상권,골목상권,2110049,2019,1,장충단 고개,다산동,11140625,Green,Red,Orange,Green,Blue
21100500,상권,골목상권,2110050,2019,1,약수역 7번,약수동,11140635,Yellow,Green,Green,Yellow,Orange
21100510,상권,골목상권,2110051,2019,1,한양공고앞 교차로,신당동,11140615,Yellow,Blue,Orange,Green,Red
21100520,상권,골목상권,2110052,2019,1,장충초등학교,다산동,11140625,Orange,Green,Orange,Yellow,Orange
21100530,상권,골목상권,2110053,2019,1,청구역 1번,신당동,11140615,Green,Blue,Yellow,Green,Red
21100540,상권,골목상권,2110054,2019,1,청구역 3번,청구동,11140645,Orange,Green,Yellow,Green,Orange
21100550,상권,골목상권,2110055,2019,1,황학동벼룩시장,황학동,11140670,Yellow,Blue,Yellow,Green,Red
21100560,상권,골목상권,2110056,2019,1,신당역 3번,신당제5동,11140650,Orange,Blue,Orange,Green,Red
21100570,상권,골목상권,2110057,2019,1,황학코아루아파트,황학동,11140670,Yellow,Blue,Yellow,Green,Red
21100580,상권,골목상권,2110058,2019,1,성심여자고등학교,원효로제2동,11170570,Yellow,Orange,Orange,Yellow,Green
21100590,상권,골목상권,2110059,2019,1,새남터성지,이촌제2동,11170640,Green,Yellow,Green,Orange,Green
21100600,상권,골목상권,2110060,2019,1,효창공원앞역 6번,용문동,11170590,Green,Yellow,Orange,Yellow,Green
21100610,상권,골목상권,2110061,2019,1,효창동주민센터,효창동,11170580,Green,Yellow,Yellow,Green,Green
21100620,상권,골목상권,2110062,2019,1,한강로동땡땡거리(은행나무길),한강로동,11170625,Blue,Blue,Yellow,Orange,Yellow
21100630,상권,골목상권,2110063,2019,1,효창공원앞역 5번,용문동,11170590,Orange,Red,Yellow,Yellow,Yellow
21100640,상권,골목상권,2110064,2019,1,효창공원앞역 2번,효창동,11170580,Orange,Red,Yellow,Yellow,Blue
21100650,상권,골목상권,2110065,2019,1,남정초등학교,원효로제1동,11170560,Yellow,Yellow,Blue,Orange,Orange
21100660,상권,골목상권,2110066,2019,1,서울역 15번,청파동,11170555,Green,Orange,Orange,Yellow,Green
21100670,상권,골목상권,2110067,2019,1,배문고등학교,청파동,11170555,Yellow,Orange,Yellow,Yellow,Green
21100680,상권,골목상권,2110068,2019,1,남영역 1번,원효로제1동,11170560,Yellow,Yellow,Orange,Yellow,Green
21100690,상권,골목상권,2110069,2019,1,숙대입구,청파동,11170555,Yellow,Orange,Orange,Green,Green
21100700,상권,골목상권,2110070,2019,1,용산세무서,한강로동,11170625,Blue,Blue,Blue,Yellow,Red
21100710,상권,골목상권,2110071,2019,1,한강미주맨션아파트,이촌제1동,11170630,Orange,Orange,Green,Green,Yellow
21100720,상권,골목상권,2110072,2019,1,열정도,원효로제1동,11170560,Orange,Red,Orange,Green,Green
21100730,상권,골목상권,2110073,2019,1,삼각지역 3번,한강로동,11170625,Yellow,Blue,Yellow,Yellow,Orange
21100740,상권,골목상권,2110074,2019,1,서울역 12번,남영동,11170530,Yellow,Blue,Yellow,Yellow,Orange
21100750,상권,골목상권,2110075,2019,1,숙대입구역 1번,남영동,11170530,Blue,Green,Yellow,Orange,Blue
21100760,상권,골목상권,2110076,2019,1,삼각지역 14번,한강로동,11170625,Orange,Blue,Green,Orange,Red
21100770,상권,골목상권,2110077,2019,1,삼광초등학교,후암동,11170510,Orange,Yellow,Yellow,Orange,Yellow
21100780,상권,골목상권,2110078,2019,1,이촌동점보아파트,이촌제1동,11170630,Yellow,Yellow,Green,Green,Yellow
21100790,상권,골목상권,2110079,2019,1,후암동주민센터,후암동,11170510,Green,Yellow,Orange,Yellow,Green
21100800,상권,골목상권,2110080,2019,1,해방촌예술마을,후암동,11170510,Yellow,Yellow,Orange,Orange,Green
21100810,상권,골목상권,2110081,2019,1,해방촌 남동측,용산2가동,11170520,Green,Yellow,Red,Green,Green
21100820,상권,골목상권,2110082,2019,1,용산구청,이태원제1동,11170650,Yellow,Orange,Red,Yellow,Green
21100830,상권,골목상권,2110083,2019,1,서빙고역 1번,서빙고동,11170690,Green,Orange,Yellow,Red,Green
21100840,상권,골목상권,2110084,2019,1,경리단길북측,이태원제2동,11170660,Orange,Orange,Red,Orange,Green
21100850,상권,골목상권,2110085,2019,1,경리단길남측,이태원제2동,11170660,Orange,Red,Red,Yellow,Green
21100860,상권,골목상권,2110086,2019,1,이태원역 북측,이태원제1동,11170650,Yellow,Green,Orange,Orange,Yellow
21100870,상권,골목상권,2110087,2019,1,이태원엔틱가구거리,이태원제1동,11170650,Green,Green,Green,Orange,Orange
21100880,상권,골목상권,2110088,2019,1,오산고등학교,서빙고동,11170690,Yellow,Yellow,Orange,Orange,Green
21100890,상권,골목상권,2110089,2019,1,서빙고동주민센터,서빙고동,11170690,Blue,Yellow,Yellow,Orange,Blue
21100900,상권,골목상권,2110090,2019,1,한국폴리텍대학서울정수캠퍼스,보광동,11170700,Orange,Yellow,Red,Yellow,Green
21100910,상권,골목상권,2110091,2019,1,리움미술관,한남동,11170685,Green,Yellow,Yellow,Orange,Blue
21100920,상권,골목상권,2110092,2019,1,NH농협은행 보광동지점,보광동,11170700,Green,Red,Yellow,Yellow,Blue
21100930,상권,골목상권,2110093,2019,1,우사단길,한남동,11170685,Yellow,Red,Red,Yellow,Blue
21100940,상권,골목상권,2110094,2019,1,오산중학교,보광동,11170700,Orange,Orange,Green,Orange,Orange
21100950,상권,골목상권,2110095,2019,1,한강진역 3번,한남동,11170685,Orange,Orange,Red,Orange,Green
21100960,상권,골목상권,2110096,2019,1,한남힐사이드아파트,한남동,11170685,Green,Red,Yellow,Orange,Green
21100970,상권,골목상권,2110097,2019,1,한남초등학교,한남동,11170685,Orange,Orange,Red,Red,Green
21100980,상권,골목상권,2110098,2019,1,서울독일학교,한남동,11170685,Orange,Yellow,Orange,Orange,Yellow
21100990,상권,골목상권,2110099,2019,1,유엔빌리지길,한남동,11170685,Orange,Red,Red,Red,Green
21101000,상권,골목상권,2110100,2019,1,옥수동우편취급국,옥수동,11200645,Yellow,Yellow,Yellow,Orange,Yellow
21101010,상권,골목상권,2110101,2019,1,옥정중학교,옥수동,11200645,Orange,Yellow,Yellow,Yellow,Yellow
21101020,상권,골목상권,2110102,2019,1,옥수역 6번,옥수동,11200645,Orange,Orange,Orange,Green,Yellow
21101030,상권,골목상권,2110103,2019,1,옥수터널,금호4가동,11200620,Red,Green,Red,Yellow,Orange
21101040,상권,골목상권,2110104,2019,1,신금호역 4번,금호2·3가동,11200615,Yellow,Red,Red,Green,Green
21101050,상권,골목상권,2110105,2019,1,금동어린이공원,금호2·3가동,11200615,Yellow,Red,Yellow,Green,Green
11710680,행정동,,,2019,2,,잠실3동,11710680,,,,,
21101060,상권,골목상권,2110106,2019,1,금북초등학교,금호1가동,11200590,Yellow,Green,Green,Green,Orange
21101070,상권,골목상권,2110107,2019,1,금호사거리,금호4가동,11200620,Red,Yellow,Yellow,Yellow,Yellow
21101080,상권,골목상권,2110108,2019,1,성동구립금호도서관,금호1가동,11200590,Blue,Green,Green,Orange,Orange
21101090,상권,골목상권,2110109,2019,1,금호삼성래미안아파트,금호1가동,11200590,Yellow,Orange,Orange,Yellow,Green
21101100,상권,골목상권,2110110,2019,1,상왕십리역 6번,왕십리제2동,11200520,Green,Orange,Yellow,Green,Green
21101110,상권,골목상권,2110111,2019,1,대현산장미원,응봉동,11200580,Yellow,Green,Green,Green,Orange
21101120,상권,골목상권,2110112,2019,1,행당역 2번,행당제1동,11200560,Green,Blue,Green,Yellow,Orange
21101130,상권,골목상권,2110113,2019,1,응봉산,응봉동,11200580,Green,Yellow,Orange,Orange,Green
21101140,상권,골목상권,2110114,2019,1,왕십리파출소,왕십리도선동,11200535,Yellow,Blue,Orange,Yellow,Orange
21101150,상권,골목상권,2110115,2019,1,상왕십리역 3번,왕십리도선동,11200535,Green,Blue,Yellow,Yellow,Orange
21101160,상권,골목상권,2110116,2019,1,청계천박물관,마장동,11200540,Blue,Blue,Red,Orange,Orange
21101170,상권,골목상권,2110117,2019,1,성동구보건소,마장동,11200540,Blue,Blue,Green,Yellow,Orange
21101180,상권,골목상권,2110118,2019,1,왕십리역 9번,행당제1동,11200560,Green,Blue,Orange,Green,Yellow
21101190,상권,골목상권,2110119,2019,1,마장지하차도,마장동,11200540,Orange,Blue,Green,Orange,Red
21101200,상권,골목상권,2110120,2019,1,서울숲카페거리,성수1가제2동,11200660,Yellow,Yellow,Orange,Green,Yellow
21101210,상권,골목상권,2110121,2019,1,한양대역 4번,사근동,11200550,Red,Orange,Orange,Orange,Yellow
21101220,상권,골목상권,2110122,2019,1,마장역 2번,마장동,11200540,Green,Blue,Orange,Orange,Orange
21101230,상권,골목상권,2110123,2019,1,마장역 3번,마장동,11200540,Green,Blue,Yellow,Orange,Orange
21101240,상권,골목상권,2110124,2019,1,뚝섬역교차로,성수1가제2동,11200660,Green,Green,Orange,Orange,Yellow
21101250,상권,골목상권,2110125,2019,1,사근동살곶이상점가,사근동,11200550,Yellow,Yellow,Red,Orange,Yellow
21101260,상권,골목상권,2110126,2019,1,서울숲역 1번,성수1가제1동,11200650,Orange,Orange,Red,Green,Green
21101270,상권,골목상권,2110127,2019,1,성수1가1동주민센터,성수1가제1동,11200650,Orange,Yellow,Red,Orange,Yellow
21101280,상권,골목상권,2110128,2019,1,성원중학교,성수1가제1동,11200650,Orange,Orange,Orange,Orange,Yellow
21101290,상권,골목상권,2110129,2019,1,성원어린이공원,성수1가제2동,11200660,Yellow,Green,Yellow,Orange,Orange
21101300,상권,골목상권,2110130,2019,1,답십리역 6번,용답동,11200790,Yellow,Green,Yellow,Yellow,Orange
21101310,상권,골목상권,2110131,2019,1,성수동카페거리,성수2가제1동,11200670,Red,Yellow,Orange,Yellow,Yellow
21101320,상권,골목상권,2110132,2019,1,성수2가3동주민센터,성수2가제3동,11200690,Orange,Green,Orange,Yellow,Orange
21101330,상권,골목상권,2110133,2019,1,서울교통공사,용답동,11200790,Yellow,Green,Yellow,Orange,Orange
21101340,상권,골목상권,2110134,2019,1,성수119안전센터,성수2가제1동,11200670,Green,Yellow,Yellow,Yellow,Green
21101350,상권,골목상권,2110135,2019,1,성동세무서,송정동,11200720,Orange,Blue,Yellow,Red,Orange
21101360,상권,골목상권,2110136,2019,1,경수초등학교,성수2가제1동,11200670,Yellow,Yellow,Red,Orange,Yellow
21101370,상권,골목상권,2110137,2019,1,성수초등학교,성수2가제3동,11200690,Green,Green,Orange,Orange,Yellow
21101380,상권,골목상권,2110138,2019,1,송정체육공원,송정동,11200720,Orange,Blue,Yellow,Green,Orange
21101390,상권,골목상권,2110139,2019,1,자양4동주민센터,자양제4동,11215847,Yellow,Yellow,Orange,Green,Yellow
21101400,상권,골목상권,2110140,2019,1,건대입구역 6번,자양제4동,11215847,Green,Yellow,Red,Green,Green
21101410,상권,골목상권,2110141,2019,1,건대입구역 1번,화양동,11215710,Yellow,Yellow,Yellow,Blue,Yellow
21101420,상권,골목상권,2110142,2019,1,화양사거리,화양동,11215710,Yellow,Yellow,Orange,Green,Yellow
21101430,상권,골목상권,2110143,2019,1,뚝섬유원지역 1번,자양제3동,11215840,Yellow,Yellow,Green,Green,Orange
21101440,상권,골목상권,2110144,2019,1,어린이대공원역 4번,화양동,11215710,Orange,Yellow,Orange,Green,Yellow
21101450,상권,골목상권,2110145,2019,1,장안초등학교,군자동,11215730,Orange,Yellow,Orange,Yellow,Yellow
21101460,상권,골목상권,2110146,2019,1,신자초등학교,자양제3동,11215840,Orange,Yellow,Orange,Green,Yellow
21101470,상권,골목상권,2110147,2019,1,능동우편취급국,군자동,11215730,Yellow,Yellow,Orange,Yellow,Yellow
21101480,상권,골목상권,2110148,2019,1,어린이대공원역 3번,화양동,11215710,Yellow,Red,Orange,Green,Blue
21101490,상권,골목상권,2110149,2019,1,세종대학교,군자동,11215730,Orange,Yellow,Orange,Yellow,Yellow
21101500,상권,골목상권,2110150,2019,1,중곡1동 마을마당,중곡제1동,11215740,Orange,Yellow,Orange,Yellow,Yellow
21101510,상권,골목상권,2110151,2019,1,자양한강도서관,자양제2동,11215830,Red,Orange,Orange,Green,Yellow
21101520,상권,골목상권,2110152,2019,1,중곡어린이공원,중곡제1동,11215740,Yellow,Yellow,Yellow,Yellow,Yellow
21101530,상권,골목상권,2110153,2019,1,중곡1동주민센터,중곡제1동,11215740,Yellow,Orange,Red,Yellow,Green
21101540,상권,골목상권,2110154,2019,1,광진정말공원,자양제1동,11215820,Orange,Orange,Orange,Green,Green
21101550,상권,골목상권,2110155,2019,1,광진구청,자양제1동,11215820,Red,Orange,Red,Green,Green
21101560,상권,골목상권,2110156,2019,1,군자역 5번,능동,11215780,Green,Yellow,Orange,Orange,Green
21101570,상권,골목상권,2110157,2019,1,자양동우체국,자양제2동,11215830,Orange,Red,Yellow,Yellow,Yellow
21101580,상권,골목상권,2110158,2019,1,중곡3동주민센터,중곡제3동,11215760,Orange,Yellow,Orange,Green,Yellow
21101590,상권,골목상권,2110159,2019,1,구의역 4번,자양제1동,11215820,Orange,Orange,Orange,Green,Green
11710720,행정동,,,2019,2,,잠실7동,11710720,,,,,
21101600,상권,골목상권,2110160,2019,1,광진경찰서,구의제1동,11215850,Yellow,Red,Orange,Yellow,Green
21101610,상권,골목상권,2110161,2019,1,중곡역 3번,중곡제3동,11215760,Orange,Yellow,Red,Yellow,Yellow
21101620,상권,골목상권,2110162,2019,1,군자역 4번,중곡제2동,11215750,Orange,Orange,Red,Yellow,Green
21101630,상권,골목상권,2110163,2019,1,성자초등학교,자양제2동,11215830,Orange,Yellow,Orange,Yellow,Yellow
21101640,상권,골목상권,2110164,2019,1,아차산역 5번,능동,11215780,Red,Orange,Orange,Orange,Yellow
21101650,상권,골목상권,2110165,2019,1,국립정신건강센터,중곡제2동,11215750,Yellow,Orange,Red,Green,Green
21101660,상권,골목상권,2110166,2019,1,구의1동주민센터,구의제1동,11215850,Red,Red,Red,Green,Green
21101670,상권,골목상권,2110167,2019,1,용마초등학교,중곡제2동,11215750,Yellow,Red,Orange,Yellow,Green
21101680,상권,골목상권,2110168,2019,1,대원고등학교,중곡제4동,11215770,Orange,Yellow,Orange,Green,Yellow
21101690,상권,골목상권,2110169,2019,1,성동초등학교,자양제2동,11215830,Yellow,Yellow,Yellow,Yellow,Yellow
21101700,상권,골목상권,2110170,2019,1,동대부여고,구의제1동,11215850,Yellow,Orange,Orange,Green,Green
21101710,상권,골목상권,2110171,2019,1,중곡4동주민센터,중곡제4동,11215770,Yellow,Orange,Orange,Green,Yellow
21101720,상권,골목상권,2110172,2019,1,광진초등학교,구의제2동,11215860,Red,Orange,Yellow,Green,Yellow
21101730,상권,골목상권,2110173,2019,1,구남초등학교,구의제3동,11215870,Green,Red,Orange,Green,Blue
21101740,상권,골목상권,2110174,2019,1,아차산역 1번,중곡제4동,11215770,Orange,Orange,Orange,Green,Yellow
21101750,상권,골목상권,2110175,2019,1,푸른동산공원,구의제3동,11215870,Yellow,Yellow,Orange,Green,Yellow
21101760,상권,골목상권,2110176,2019,1,해오름공원,중곡제4동,11215770,Orange,Yellow,Red,Yellow,Yellow
21101770,상권,골목상권,2110177,2019,1,동의초등학교,구의제2동,11215860,Orange,Orange,Yellow,Orange,Yellow
21101780,상권,골목상권,2110178,2019,1,장로회신학대학교,광장동,11215810,Orange,Yellow,Red,Orange,Yellow
21101790,상권,골목상권,2110179,2019,1,광나루역 1번,광장동,11215810,Orange,Yellow,Red,Yellow,Yellow
21101800,상권,골목상권,2110180,2019,1,광진정보도서관,광장동,11215810,Orange,Yellow,Red,Orange,Yellow
21101810,상권,골목상권,2110181,2019,1,신설동역 9번,용신동,11230536,Yellow,Green,Orange,Orange,Orange
21101820,상권,골목상권,2110182,2019,1,용두희망어린이공원,용신동,11230536,Red,Green,Yellow,Green,Orange
21101830,상권,골목상권,2110183,2019,1,한국의류시험연구원,용신동,11230536,Green,Green,Green,Yellow,Orange
21101840,상권,골목상권,2110184,2019,1,용두사거리,용신동,11230536,Orange,Green,Orange,Orange,Orange
21101850,상권,골목상권,2110185,2019,1,용두초등학교,용신동,11230536,Green,Green,Green,Yellow,Orange
21101860,상권,골목상권,2110186,2019,1,종암초등학교,제기동,11230545,Yellow,Green,Yellow,Yellow,Yellow
21101870,상권,골목상권,2110187,2019,1,제기동역 6번,용신동,11230536,Yellow,Green,Orange,Green,Orange
21101880,상권,골목상권,2110188,2019,1,용두동신동아아파트,용신동,11230536,Green,Green,Yellow,Orange,Yellow
21101890,상권,골목상권,2110189,2019,1,제기동역 1번,제기동,11230545,Yellow,Yellow,Yellow,Yellow,Yellow
21101900,상권,골목상권,2110190,2019,1,고대앞사거리,제기동,11230545,Orange,Yellow,Orange,Green,Yellow
21101910,상권,골목상권,2110191,2019,1,고려대역 6번,제기동,11230545,Yellow,Yellow,Yellow,Yellow,Yellow
21101920,상권,골목상권,2110192,2019,1,동의보감타워,용신동,11230536,Orange,Blue,Orange,Yellow,Orange
21101930,상권,골목상권,2110193,2019,1,고려대역 4번,제기동,11230545,Green,Green,Yellow,Yellow,Yellow
21101940,상권,골목상권,2110194,2019,1,홍파초등학교,제기동,11230545,Orange,Yellow,Yellow,Yellow,Yellow
21101950,상권,골목상권,2110195,2019,1,동대문구청,용신동,11230536,Yellow,Green,Yellow,Green,Orange
21101960,상권,골목상권,2110196,2019,1,홍릉근린공원,청량리동,11230705,Orange,Yellow,Yellow,Yellow,Yellow
21101970,상권,골목상권,2110197,2019,1,세종대왕기념관교차로,청량리동,11230705,Yellow,Yellow,Green,Green,Orange
21101980,상권,골목상권,2110198,2019,1,동대문중앙새마을금고본점,제기동,11230545,Green,Green,Blue,Yellow,Orange
21101990,상권,골목상권,2110199,2019,1,홍릉시장,제기동,11230545,Green,Red,Yellow,Yellow,Blue
21102000,상권,골목상권,2110200,2019,1,동대문경찰서,청량리동,11230705,Yellow,Yellow,Green,Green,Yellow
21102010,상권,골목상권,2110201,2019,1,전농119안전센터,전농제1동,11230560,Blue,Blue,Green,Yellow,Yellow
21102020,상권,골목상권,2110202,2019,1,전농1동주민센터(전농시장),전농제1동,11230560,Green,Blue,Green,Green,Orange
21102030,상권,골목상권,2110203,2019,1,떡전교사거리,청량리동,11230705,Yellow,Red,Orange,Green,Blue
21102040,상권,골목상권,2110204,2019,1,간데메공원,답십리제1동,11230600,Yellow,Orange,Orange,Yellow,Green
21102050,상권,골목상권,2110205,2019,1,경희대삼거리,회기동,11230710,Yellow,Orange,Red,Green,Green
21102060,상권,골목상권,2110206,2019,1,텃골근린공원,전농제1동,11230560,Yellow,Green,Orange,Green,Orange
21102070,상권,골목상권,2110207,2019,1,시립대앞사거리,전농제1동,11230560,Yellow,Blue,Green,Green,Orange
21102080,상권,골목상권,2110208,2019,1,시조사삼거리,회기동,11230710,Orange,Orange,Yellow,Orange,Yellow
21102090,상권,골목상권,2110209,2019,1,답십리 장령당공원,답십리제1동,11230600,Orange,Orange,Orange,Green,Green
21102100,상권,골목상권,2110210,2019,1,서울시립대,전농제1동,11230560,Blue,Green,Orange,Blue,Yellow
21102110,상권,골목상권,2110211,2019,1,전곡마을마당공원,전농제1동,11230560,Orange,Blue,Orange,Green,Orange
21102120,상권,골목상권,2110212,2019,1,답십리초등학교,답십리제1동,11230600,Yellow,Orange,Orange,Yellow,Green
21102130,상권,골목상권,2110213,2019,1,청량초등학교,이문제1동,11230740,Orange,Orange,Red,Yellow,Green
21102140,상권,골목상권,2110214,2019,1,경희대후문,이문제1동,11230740,Yellow,Orange,Orange,Green,Green
21102150,상권,골목상권,2110215,2019,1,회기역 1번,휘경제1동,11230720,Orange,Green,Orange,Green,Yellow
21102160,상권,골목상권,2110216,2019,1,전농중학교,전농제2동,11230570,Yellow,Yellow,Yellow,Orange,Yellow
21102170,상권,골목상권,2110217,2019,1,자동차부품상가,답십리제2동,11230610,Yellow,Orange,Green,Yellow,Yellow
21102180,상권,골목상권,2110218,2019,1,답십리사거리,답십리제2동,11230610,Orange,Orange,Orange,Green,Yellow
21102190,상권,골목상권,2110219,2019,1,삼육보건대학교,휘경제2동,11230730,Green,Yellow,Orange,Yellow,Green
21102200,상권,골목상권,2110220,2019,1,외대앞역 1번,이문제1동,11230740,Orange,Orange,Yellow,Green,Yellow
21102210,상권,골목상권,2110221,2019,1,의릉,석관동,11290810,Orange,Orange,Yellow,Yellow,Yellow
21102220,상권,골목상권,2110222,2019,1,회기역 2번,휘경제1동,11230720,Green,Green,Blue,Yellow,Red
21102230,상권,골목상권,2110223,2019,1,군자초등학교,장안제1동,11230650,Orange,Red,Yellow,Yellow,Green
21102240,상권,골목상권,2110224,2019,1,외대앞역 2번,휘경제1동,11230720,Yellow,Green,Yellow,Green,Orange
21102250,상권,골목상권,2110225,2019,1,촬영소사거리,답십리제2동,11230610,Orange,Orange,Yellow,Orange,Yellow
21102260,상권,골목상권,2110226,2019,1,장안1동주민센터,장안제1동,11230650,Red,Yellow,Orange,Yellow,Yellow
21102270,상권,골목상권,2110227,2019,1,답십리공원,답십리제2동,11230610,Yellow,Orange,Orange,Yellow,Green
21102280,상권,골목상권,2110228,2019,1,장안근린공원,장안제2동,11230660,Red,Orange,Orange,Yellow,Yellow
21102290,상권,골목상권,2110229,2019,1,장평중학교,장안제1동,11230650,Yellow,Red,Orange,Yellow,Green
21102300,상권,골목상권,2110230,2019,1,장안현대홈타운1차아파트,장안제2동,11230660,Yellow,Red,Orange,Green,Blue
21102310,상권,골목상권,2110231,2019,1,장안교,장안제2동,11230660,Red,Red,Green,Orange,Green
