"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3150000","3150000-102-1984-00797","19840621","","01","영업/정상","01","영업","","","","","0226034995","266.78","157909","서울특별시 강서구 화곡동 904-1번지 (지하 1층) ","서울특별시 강서구 강서로5길 10, 지하 1층 (화곡동, 1동)","07778","SBS노래노래","2018-12-11 16:41:04","U","2018-12-13 02:40:00.0","룸살롱","186493.155767558    ","447429.957011306    ","룸살롱","1","","유흥업소밀집지역","","상수도전용","","","","","","","","","Y","266.78","","",""
"3150000","3150000-102-1985-00731","19851212","","03","폐업","02","폐업","20190212","","","","0226952580","71.74","157916","서울특별시 강서구 화곡동 987-7번지 (지하 1층) ","서울특별시 강서구 화곡로 289, 지하 1층 (화곡동)","07687","폭스","2019-02-12 16:23:54","U","2019-02-14 02:40:00.0","룸살롱","186501.147308383    ","449795.582277121    ","룸살롱","1","1","유흥업소밀집지역","자율","상수도전용","","","","","","","","","Y","71.74","","",""
"3150000","3150000-102-1985-00746","19851010","","01","영업/정상","01","영업","","","","","0226632064","66.98","157812","서울특별시 강서구 공항동 72-30번지 (지하 1층) ","서울특별시 강서구 공항대로 14-1, 지하 1층 (공항동)","07622","황진이","2020-01-06 10:04:44","U","2020-01-08 02:40:00.0","룸살롱","183042.639859252    ","451015.818299725    ","룸살롱","","","","","상수도전용","","","","","","","","","N","66.98","","",""
"3150000","3150000-102-1985-00758","19850829","","01","영업/정상","01","영업","","","","","0226064468","54.11","157928","서울특별시 강서구 화곡동 1117-3 (지하 1층) ","서울특별시 강서구 공항대로46길 84, 지하 1층 (화곡동, 6동)","07658","신세계","2021-11-23 15:33:19","U","2021-11-25 02:40:00.0","룸살롱","186761.434848007    ","450039.301978951    ","룸살롱","","","","","상수도전용","","","","","","","","","N","54.11","","",""
"3150000","3150000-102-1985-00769","19850813","","03","폐업","02","폐업","20180207","","","","0226087003","359.48","157916","서울특별시 강서구 화곡동 987-1번지 (지하 1층) ","서울특별시 강서구 화곡로 297, 지하 1층 (화곡동, 6동)","07687","지중해노래바","2018-02-07 16:37:15","I","2018-08-31 23:59:59.0","룸살롱","186538.38804292     ","449879.772939732    ","룸살롱","2","5","유흥업소밀집지역","자율","상수도전용","","","","","","","","","Y","359.48","","",""
"3150000","3150000-102-1985-00773","19850828","","01","영업/정상","01","영업","","","","","0226039207","141.17","157915","서울특별시 강서구 화곡동 982-9번지 외 1필지 삼호빌딩 (지하 1층) ","서울특별시 강서구 화곡로 280, 지하 1층 (화곡동, 6동 삼호빌딩)","07663","라인","2019-12-02 15:59:40","U","2019-12-04 02:40:00.0","룸살롱","186485.201246669    ","449695.443044174    ","룸살롱","1","3","유흥업소밀집지역","자율","상수도전용","","","","","","","","","Y","141.17","","",""
"3150000","3150000-102-1985-00776","19851023","","03","폐업","02","폐업","20060116","","","","02 6638889","512.13","157853","서울특별시 강서구 방화동 612-18번지 ","","","관문스텐드바","2005-12-02 00:00:00","I","2018-08-31 23:59:59.0","고고(디스코)클럽","183119.924231899    ","451273.211597643    ","고고(디스코)클럽","5","10","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","512.13","","",""
"3150000","3150000-102-1985-00780","19850720","","03","폐업","02","폐업","20050425","","","","0206021687","220.14","157915","서울특별시 강서구 화곡동 982-14번지 ","","","토파즈","2001-01-09 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","2","2","아파트지역","자율","상수도전용","","","","","","","","","N","220.14","","",""
"3150000","3150000-102-1986-00734","1986-06-05","","01","영업/정상","01","영업","","","","","","119.09","157-928","서울특별시 강서구 화곡동 1117-0 지하1층 우측","서울특별시 강서구 화곡로58길 8, 지하1층 (화곡동, 6동, 우측)","07658","스토리노래바","2023-11-21 17:08:01","U","2022-10-31 22:03:00.0","카바레","186783.481260478","450080.448235475","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1986-00735","1986-07-08","","01","영업/정상","01","영업","","","","","0226941008","88.52","157-928","서울특별시 강서구 화곡동 1117-14 (지하 1층)","서울특별시 강서구 화곡로 318, 지하 1층 (화곡동, 6동)","07658","로그인노래바","2023-06-30 09:21:40","U","2022-12-07 00:02:00.0","카바레","186702.954784169","450002.292659608","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1986-00741","19860329","","03","폐업","02","폐업","20031022","","","","02 6034555","125.10","157915","서울특별시 강서구 화곡동 981-1번지 ","","","애마","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","186566.56370681     ","449792.886211993    ","룸살롱","1","2","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","125.1","","",""
"3150000","3150000-102-1986-00768","19860328","","03","폐업","02","폐업","20180411","","","","0226014595","93.75","157866","서울특별시 강서구 화곡동 24-65번지 (지하 1층) ","서울특별시 강서구 화곡로42길 3, 지하1층 (화곡동, 본동)","07678","힐링노래바","2018-04-11 14:47:21","I","2018-08-31 23:59:59.0","룸살롱","186321.388422045    ","449402.1583843      ","룸살롱","","","","","상수도전용","","","","","","","","","N","93.75","","",""
"3150000","3150000-102-1986-00790","19860329","","03","폐업","02","폐업","20020909","","","","02 6993611","70.74","157916","서울특별시 강서구 화곡동 1105-10번지 ","","","대월","2002-09-09 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","186657.899817438    ","450054.478268775    ","룸살롱","0","2","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","70.74","","",""
"3150000","3150000-102-1986-00791","19861219","","03","폐업","02","폐업","20010427","","","","02","134.32","157812","서울특별시 강서구 공항동 45-38번지 ","","","황진이","2001-04-28 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","183118.280868805    ","451070.830811833    ","룸살롱","1","3","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","134.32","","",""
"3150000","3150000-102-1986-00804","19860329","","03","폐업","02","폐업","20050225","","","","02 6625523","191.21","157812","서울특별시 강서구 공항동 45-10번지 ","","","활주로","2010-04-19 20:50:58","I","2018-08-31 23:59:59.0","고고(디스코)클럽","183147.678410643    ","451207.059791662    ","고고(디스코)클럽","2","5","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","191.21","","",""
"3150000","3150000-102-1986-00805","19861230","","03","폐업","02","폐업","20060526","","","","02 6047001","304.94","157928","서울특별시 강서구 화곡동 1111-3번지 ","","","월드컵","2006-05-26 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","186840.584718018    ","450236.064835424    ","룸살롱","1","3","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","304.94","","",""
"3150000","3150000-102-1987-00725","19870825","","01","영업/정상","01","영업","","","","","0226951998","143.18","157928","서울특별시 강서구 화곡동 1117-18번지 (지하 1층) ","서울특별시 강서구 화곡로 326, 지하 1층 (화곡동, 6동)","07658","놀이터","2016-11-22 14:35:19","I","2018-08-31 23:59:59.0","룸살롱","186748.43990512     ","450068.277076504    ","룸살롱","","","","","상수도전용","","","","","","","","","N","143.18","","",""
"3150000","3150000-102-1987-00737","19871210","","03","폐업","02","폐업","20180131","","","","0226665330","172.15","157916","서울특별시 강서구 화곡동 987-3번지 (지하 1층) ","서울특별시 강서구 화곡로 295, 지하 1층 (화곡동, 6동)","07687","째즈","2018-01-31 09:37:25","I","2018-08-31 23:59:59.0","룸살롱","186539.758579387    ","449849.924643142    ","룸살롱","0","0","","갑","상수도전용","","","","","","","","","Y","172.15","","",""
"3150000","3150000-102-1987-00743","19871117","","03","폐업","02","폐업","19900428","","","","0206031464","100.21","157915","서울특별시 강서구 화곡동 981-5번지 ","","","대청","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","186554.679916084    ","449751.87575874     ","룸살롱","2","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","100.21","","",""
"3150000","3150000-102-1987-00760","19870821","","03","폐업","02","폐업","20201105","","","","0226987599","190.71","157916","서울특별시 강서구 화곡동 987-5 (지하 1층) ","서울특별시 강서구 화곡로 293, 지하 1층 (화곡동, 6동)","07687","팡팡노래바","2020-11-05 13:38:49","U","2020-11-07 02:40:00.0","룸살롱","186528.932502116    ","449834.201263134    ","룸살롱","","","","","","","","","","","","","","N","190.71","","",""
"3150000","3150000-102-1987-00774","1987-01-28","","01","영업/정상","01","영업","","","","","0236604000","1008.00","157-862","서울특별시 강서구 염창동 259-2 외 1필지 나이아가라호텔 (지하 3층)","서울특별시 강서구 양천로 743, 지하 3층 (염창동, 나이아가라호텔)","07539","마이히어로","2024-01-26 10:53:10","U","2023-11-30 22:08:00.0","룸살롱","189200.147733153","449654.951038959","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1987-00803","19870329","","03","폐업","02","폐업","20020909","","","","0206056772","88.88","157916","서울특별시 강서구 화곡동 1097-7번지 ","","","갈채","2002-09-09 00:00:00","I","2018-08-31 23:59:59.0","카바레","186741.438781       ","450159.802533       ","카바레","1","1","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","88.88","","",""
"3150000","3150000-102-1988-00736","19880623","","01","영업/정상","01","영업","","","","","0226019997","231.59","157928","서울특별시 강서구 화곡동 1117-17 외 1필지 (지하 1층) ","서울특별시 강서구 화곡로 324, 지하 1층 (화곡동, 6동)","07658","아테네","2021-10-19 17:13:57","U","2021-10-21 02:40:00.0","룸살롱","186740.149802339    ","450055.044430138    ","룸살롱","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","231.59","","",""
"3150000","3150000-102-1988-00748","19881004","","03","폐업","02","폐업","19901205","","","","0206994622","112.54","157928","서울특별시 강서구 화곡동 1107-3번지 ","","","대벌","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","187020.243445713    ","450286.461903367    ","룸살롱","2","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","112.54","","",""
"3150000","3150000-102-1988-00770","19881216","","03","폐업","02","폐업","20180302","","","","0226950696","178.61","157866","서울특별시 강서구 화곡동 24-43번지 (지하 1층) ","서울특별시 강서구 화곡로 248-18, 지하 1층 (화곡동, 본동)","07678","퀸","2018-03-05 09:49:40","I","2018-08-31 23:59:59.0","룸살롱","186380.277043979    ","449490.665893997    ","룸살롱","","","","","상수도전용","","","","","","","","","Y","178.61","","",""
"3150000","3150000-102-1988-00788","19880203","","03","폐업","02","폐업","20220726","","","","0226025551","133.60","157916","서울특별시 강서구 화곡동 987-6 (지하 1층)","서울특별시 강서구 화곡로 291, 지하 1층 (화곡동, 6동)","","대박","2022-07-26 14:52:52","U","2021-12-06 22:08:00.0","룸살롱","186515.611158462","449816.398176437","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1988-00792","19880416","","03","폐업","02","폐업","20220503","","","","0226985210","421.49","157928","서울특별시 강서구 화곡동 1117-10 외 1필지 (지하 1층)","서울특별시 강서구 화곡로 318-1, 지하 1층 (화곡동, 6동)","07658","별이빛나는밤에","2022-05-03 11:21:36","U","2021-12-05 00:05:00.0","고고(디스코)클럽","186712.751990345","450014.905648854","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1988-00798","19880101","","03","폐업","02","폐업","20190402","","","","0226043124","484.91","157916","서울특별시 강서구 화곡동 1105-0번지 외 1필지 (지하 1~2층) ","서울특별시 강서구 화곡로 323, 지하 1~2층 (화곡동, 6동)","07686","별이 빛나는 밤에","2019-04-02 11:30:45","U","2019-04-04 02:40:00.0","노래클럽","186704.535590152    ","450092.127369075    ","노래클럽","","","","","","","","","","","","","","Y","484.91","","",""
"3150000","3150000-102-1988-00806","19880217","","01","영업/정상","01","영업","","","","","0226064468","523.07","157928","서울특별시 강서구 화곡동 1117-7 (지하 1층) ","서울특별시 강서구 공항대로46길 90, 지하 1층 (화곡동, 6동)","07658","밀크노래타운","2022-02-18 18:09:44","U","2022-02-22 02:40:00.0","룸살롱","186742.624404896    ","450021.683309823    ","룸살롱","7","3","기타","자율","상수도전용","0","0","0","0","0","","0","0","Y","523.07","","",""
"3150000","3150000-102-1989-00727","19890711","","03","폐업","02","폐업","20190628","","","","0226054711","137.08","157916","서울특별시 강서구 화곡동 1105-3번지 (지하 1층) ","서울특별시 강서구 화곡로 317, 지하 1층 (화곡동, 6동)","07686","궁전비지니스","2019-06-28 13:12:33","U","2019-06-30 02:40:00.0","룸살롱","186670.34094525     ","450042.663796385    ","룸살롱","0","1","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","137.08","","",""
"3150000","3150000-102-1989-00738","19890922","","01","영업/정상","01","영업","","","","","02 6941008","248.16","157928","서울특별시 강서구 화곡동 1117-11번지 (지하 1층) ","서울특별시 강서구 공항대로46길 96, 지하 1층 (화곡동, 6동)","07658","로그인노래타운","2018-05-29 14:31:33","I","2018-08-31 23:59:59.0","카바레","186721.072343532    ","449990.605502928    ","카바레","","","","","","","","","","","","","","N","248.16","","",""
"3150000","3150000-102-1989-00740","19891128","","03","폐업","02","폐업","19990608","","","","0206058665","66.63","157916","서울특별시 강서구 화곡동 1105-7번지 ","","","호림","2002-09-09 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","186630.072444759    ","450017.491548589    ","룸살롱","0","1","기타","갑","상수도전용","","","","","","","","","N","66.63","","",""
"3150000","3150000-102-1989-00742","19891124","","03","폐업","02","폐업","20000315","","","","0226046341","138.96","157915","서울특별시 강서구 화곡동 981-13번지 ","","","아방궁","2000-03-15 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","186529.517688772    ","449732.875947079    ","룸살롱","2","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","138.96","","",""
"3150000","3150000-102-1989-00744","19890613","","03","폐업","02","폐업","19970829","","","","0206621408","68.90","157853","서울특별시 강서구 방화동 614-97번지 ","","","에프엠","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","183250.670089409    ","451399.992756058    ","룸살롱","1","2","기타","자율","상수도전용","","","","","","","","","N","68.9","","",""
"3150000","3150000-102-1989-00749","19890712","","03","폐업","02","폐업","20140903","","","","0226992836","121.18","157868","서울특별시 강서구 화곡동 72-3번지 ","서울특별시 강서구 화곡로 248-5 (화곡동)","","빈","2011-05-11 10:32:47","I","2018-08-31 23:59:59.0","룸살롱","186338.710376523    ","449461.023351392    ","룸살롱","0","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","121.18","","",""
"3150000","3150000-102-1989-00751","1989-08-28","","03","폐업","02","폐업","2023-03-14","","","","0 26645004","94.82","157-846","서울특별시 강서구 방화동 249-254","서울특별시 강서구 초원로13길 56 (방화동)","","백악관노래반","2023-03-14 14:21:46","U","2022-12-02 23:06:00.0","룸살롱","183418.792478242","451956.80073079","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1989-00752","19890830","","01","영업/정상","01","영업","","","","","0226646229","82.76","157812","서울특별시 강서구 공항동 53-58번지 (지하 1층) ","서울특별시 강서구 송정로 60, 지하 1층 (공항동)","07623","블루노래바","2018-01-04 14:04:33","I","2018-08-31 23:59:59.0","룸살롱","183157.746867843    ","450892.101485689    ","룸살롱","1","2","기타","자율","상수도전용","","","","","","","","","N","82.76","","",""
"3150000","3150000-102-1989-00753","19890831","","01","영업/정상","01","영업","","","","","0226646353","79.91","157851","서울특별시 강서구 방화동 580-153 (지하 1층)","서울특별시 강서구 방화동로 99-1, 지하 1층 (방화동, 2동)","07607","애플노래바","2022-07-01 14:06:51","U","2021-12-07 00:03:00.0","룸살롱","183383.186509847","451907.410307195","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1989-00759","19890922","","03","폐업","02","폐업","20180220","","","","02 6981932","38.78","157866","서울특별시 강서구 화곡동 24-106번지 ","서울특별시 강서구 화곡로42길 24 (화곡동, 본동)","07679","대부","2018-02-20 14:58:50","I","2018-08-31 23:59:59.0","룸살롱","186384.676053166    ","449327.825659344    ","룸살롱","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","Y","38.78","","",""
"3150000","3150000-102-1989-00764","19891006","","03","폐업","02","폐업","20140220","","","","02 6994184","201.74","157869","서울특별시 강서구 화곡동 73-51번지 ","서울특별시 강서구 화곡로 252 (화곡동)","07678","귀족","2009-06-04 11:23:36","I","2018-08-31 23:59:59.0","룸살롱","186335.414911828    ","449470.119087541    ","룸살롱","","","","","","","","","","","","","","N","201.74","","",""
"3150000","3150000-102-1989-00765","19890105","","03","폐업","02","폐업","20081106","","","","02","193.38","157866","서울특별시 강서구 화곡동 24-90번지 ","","","궁비즈니스클럽","2005-12-12 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","186295.212820604    ","449367.968101653    ","룸살롱","0","1","기타","자율","상수도전용","","","","","","","","","N","193.38","","",""
"3150000","3150000-102-1989-00781","19891208","","03","폐업","02","폐업","19940304","","","","0206516666",".00","157862","서울특별시 강서구 염창동 260-1번지 ","","","아리수","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","비어(바)살롱","189156.529751731    ","449587.831518793    ","비어(바)살롱","1","2","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3150000","3150000-102-1989-00783","19890928","","01","영업/정상","01","영업","","","","","0269767887","406.43","157928","서울특별시 강서구 화곡동 1116-6 외 1필지 (지하 1층) ","서울특별시 강서구 화곡로 336, 지하 1층 (화곡동, 6동)","07653","샴푸 노래크럽","2020-10-23 14:48:29","U","2020-10-25 02:40:00.0","룸살롱","186796.782201997    ","450156.956662422    ","룸살롱","","","","","","","","","","","","","","N","406.43","","",""
"3150000","3150000-102-1989-00795","19891213","","03","폐업","02","폐업","20110406","","","","0226062005","547.13","157928","서울특별시 강서구 화곡동 1107-2번지 (지하 1층~2층) ","","","토탈노래바","2010-03-15 11:58:30","I","2018-08-31 23:59:59.0","룸살롱","187030.425999035    ","450310.277467781    ","룸살롱","","","","","","","","","","","","","","N","547.13","","",""
"3150000","3150000-102-1990-00733","19901020","","03","폐업","02","폐업","20190620","","","","0226022291","98.40","157916","서울특별시 강서구 화곡동 1097-5번지 (지하 1층) ","서울특별시 강서구 우장산로 127, 지하 1층 (화곡동, 6동)","07649","(주)홀인원","2019-06-20 11:54:26","U","2019-06-22 02:40:00.0","룸살롱","186701.677858313    ","450127.26809442     ","룸살롱","1","3","","","","","","","","","","","","N","98.4","","",""
"3150000","3150000-102-1990-00745","19901210","","01","영업/정상","01","영업","","","","","0226030748","116.60","157879","서울특별시 강서구 화곡동 338-32번지 (지하 1층) ","서울특별시 강서구 강서로20길 4, 지하 1층 (화곡동, 8동)","07751","황금","2019-10-22 18:03:15","U","2019-10-24 02:40:00.0","룸살롱","186304.957388792    ","447950.131514272    ","룸살롱","","","","","","","","","","","","","","Y","116.6","","",""
"3150000","3150000-102-1990-00757","19900823","","01","영업/정상","01","영업","","","","","0226957498","87.08","157928","서울특별시 강서구 화곡동 1117-19 (지하 1층)","서울특별시 강서구 화곡로 328, 지하 1층 (화곡동, 6동)","07658","귀족","2022-12-15 13:52:21","U","2021-11-01 23:07:00.0","룸살롱","186760.671551321","450084.209392883","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1990-00767","1990-03-29","","03","폐업","02","폐업","2024-01-31","","","","0220656063","99.67","157-870","서울특별시 강서구 화곡동 94-0 (지하 1층)","서울특별시 강서구 화곡로 248, 지하 1층 (화곡동, 본동)","07678","삼육오(365)","2024-01-31 09:43:32","U","2023-12-02 00:02:00.0","카바레","186319.532537765","449441.756638539","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-102-1991-00794","19910109","","03","폐업","02","폐업","20050614","","","","02","533.25","157853","서울특별시 강서구 방화동 612-18번지 ","","","관문회관","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","카바레","183119.924231899    ","451273.211597643    ","카바레","5","5","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","533.25","","",""
