개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3150000,3150000-104-1993-06959,19930830,,03,폐업,02,폐업,19961011,,,,02 6663316,13.56,157852,서울특별시 강서구 방화동 607-237번지 ,,,코오롱유통(주)방화점,2001-09-28 0:00,I,59:59.0,편의점,183407.8252,451592.4204,편의점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,13.56,,,
3150000,3150000-104-1993-06960,19930830,,03,폐업,02,폐업,20040102,,,,0237006514,8.74,157884,서울특별시 강서구 화곡동 377-3번지 ,서울특별시 강서구 화곡로20길 58 (화곡동),07718,코오롱마트(주)로손화곡2점,2014-02-24 10:27,I,59:59.0,편의점,185498.6512,448411.2636,편의점,2,1,주택가주변,자율,상수도전용,,,,,,,,,N,8.74,,,
3150000,3150000-104-1993-06961,19930908,,03,폐업,02,폐업,19990305,,,,0206545596,9.46,157836,서울특별시 강서구 등촌동 526-6번지 ,,,훼미리마트등촌본점,2000-05-29 0:00,I,59:59.0,편의점,187738.2797,449632.241,편의점,1,0,학교정화(상대),자율,상수도전용,,,,,,,,,N,9.46,,,
3150000,3150000-104-1993-08496,19930826,,03,폐업,02,폐업,19980521,,,,02   00000,17.12,157902,서울특별시 강서구 화곡동 837-12번지 ,,,훼밀리마트화곡대원점,2001-09-28 0:00,I,59:59.0,편의점,187386.8434,447784.5859,편의점,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,17.12,,,
3150000,3150000-104-1994-06911,19940811,,03,폐업,02,폐업,20010412,,,,02 6652144,5.18,157812,서울특별시 강서구 공항동 50-45번지 ,,,훼미리마트공항1호점,2001-04-13 0:00,I,59:59.0,편의점,,,편의점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,5.18,,,
3150000,3150000-104-1994-06912,19940901,,03,폐업,02,폐업,20180206,,,,0232848111,10.44,157873,서울특별시 강서구 화곡동 1060-15번지 (지상 1층) ,"서울특별시 강서구 화곡로 197, 1층 (화곡동, 우장산동)",07700,세븐일레븐화곡2호점,2018-02-06 17:11,I,59:59.0,편의점,186025.3353,449026.3496,편의점,2,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,10.44,,,
3150000,3150000-104-1994-06935,19940114,,03,폐업,02,폐업,20040202,,,,0236612503,17.72,157801,서울특별시 강서구 가양동 190-0번지 ,,,LG25가양점,2000-07-13 0:00,I,59:59.0,편의점,185920.5092,452044.3791,편의점,0,0,기타,기타,상수도전용,,,,,,,,,N,17.72,,,
3150000,3150000-104-1994-06936,19940201,,03,폐업,02,폐업,20000221,,,,0237006514,27.34,157836,서울특별시 강서구 등촌동 513-21번지 ,,,코오롱마트(주)로손수도통합점,2000-02-25 0:00,I,59:59.0,편의점,187736.0215,449200.4652,편의점,5,2,기타,자율,상수도전용,,,,,,,,,N,27.34,,,
3150000,3150000-104-1994-06937,19940202,,01,영업/정상,01,영업,,,,,0226618986,5.11,157850,서울특별시 강서구 방화동 559-5 ,서울특별시 강서구 양천로14길 16 (방화동),07602,바이더웨이공항점,2021-12-29 10:00,U,40:00.0,편의점,183147.7757,452259.1121,편의점,0,0,주택가주변,기타,상수도전용,0,0,0,0,0,,0,0,N,5.11,,,
3150000,3150000-104-1994-06938,19940223,,03,폐업,02,폐업,19951023,,,,02 6665523,16.56,157846,서울특별시 강서구 방화동 190-12번지 ,,,제이앤제이,2001-09-28 0:00,I,59:59.0,편의점,,,편의점,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,16.56,,,
3150000,3150000-104-1994-06939,19940228,,03,폐업,02,폐업,20010423,,,,02 6054716,6.66,157904,서울특별시 강서구 화곡동 874-12번지 ,,,비스토아,2001-04-25 0:00,I,59:59.0,편의점,186976.3419,447644.023,편의점,0,1,주택가주변,기타,상수도전용,,,,,,,,,N,6.66,,,
3150000,3150000-104-1994-06940,19940325,,03,폐업,02,폐업,20001127,,,,0206540073,13.99,157862,서울특별시 강서구 염창동 264-7번지 ,,,체스터후라이드,2000-11-29 0:00,I,59:59.0,편의점,,,편의점,0,3,기타,자율,상수도전용,,,,,,,,,N,13.99,,,
3150000,3150000-104-1994-06941,19940328,,03,폐업,02,폐업,19971217,,,,02 6990399,6.4,157928,서울특별시 강서구 화곡동 1117-16번지 ,,,7ELEVEN,2001-09-28 0:00,I,59:59.0,편의점,186730.8671,450042.2238,편의점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,6.4,,,
3150000,3150000-104-1994-06942,19940414,,03,폐업,02,폐업,19980526,,,,02 6919193,15.05,157918,서울특별시 강서구 화곡동 1007-2번지 ,,,ampm화곡점,2001-09-28 0:00,I,59:59.0,편의점,185383.1775,449518.6777,편의점,0,0,기타,기타,상수도전용,,,,,,,,,N,15.05,,,
3150000,3150000-104-1994-06943,19940414,,03,폐업,02,폐업,20130130,,,,02,10.59,157895,서울특별시 강서구 화곡동 29-52번지 ,,,에이엠피엠화곡2점,2010-12-06 16:13,I,59:59.0,편의점,186448.2025,449314.1814,편의점,0,1,기타,지도,상수도전용,,,,,,,,,N,10.59,,,
3150000,3150000-104-1994-06944,19940502,,03,폐업,02,폐업,20170103,,,,0226660250,11,157812,서울특별시 강서구 공항동 48-27번지 (지상 1층) ,"서울특별시 강서구 방화동로 14, 1층 (공항동)",07619,9TO5공항점,2014-11-03 14:17,I,59:59.0,편의점,183077.321,451144.0221,편의점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,11,,,
3150000,3150000-104-1994-08495,19940217,,03,폐업,02,폐업,19970702,,,,02 6520005,8.82,157836,서울특별시 강서구 등촌동 366-141번지 ,,,그랜드유통등촌지점,2001-09-28 0:00,I,59:59.0,편의점,187691.1831,449648.1241,편의점,2,6,주택가주변,자율,상수도전용,,,,,,,,,N,8.82,,,
3150000,3150000-104-1995-06913,19950116,,03,폐업,02,폐업,20031023,,,,0220000761,10.5,157909,서울특별시 강서구 화곡동 898-6번지 ,,,에스케이글로벌(주)오케이마트화곡3점,2001-01-18 0:00,I,59:59.0,편의점,186439.6213,447513.6878,편의점,0,0,기타,자율,상수도전용,,,,,,,,,N,10.5,,,
3150000,3150000-104-1995-06914,19950607,,03,폐업,02,폐업,20200413,,,,02 6089180,11.62,157928,서울특별시 강서구 화곡동 1114-0번지 ,서울특별시 강서구 까치산로 193 (화곡동),07654,LG25강서화곡점,2020-04-13 9:38,U,40:00.0,편의점,187039.9991,450251.5267,편의점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,11.62,,,
3150000,3150000-104-1995-06915,19950701,,03,폐업,02,폐업,20140902,,,,0232848111,20.43,157861,서울특별시 강서구 염창동 248-7번지 (지상 1층) ,"서울특별시 강서구 양천로 677, 1층 (염창동)",07542,세븐일레븐염창점,2014-04-24 8:55,I,59:59.0,편의점,188612.8426,449897.3664,편의점,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,20.43,,,
3150000,3150000-104-1995-06916,19950726,,01,영업/정상,01,영업,,,,,02 6598528,8.55,157842,서울특별시 강서구 등촌동 655-27번지 ,서울특별시 강서구 공항대로45길 24 (등촌동),07571,훼미리마트,2000-06-14 0:00,I,59:59.0,편의점,187146.1253,450413.6462,편의점,0,0,기타,기타,상수도전용,,,,,,,,,N,8.55,,,
3150000,3150000-104-1995-06917,19950914,,03,폐업,02,폐업,19960514,,,,02 6581766,"111,010.51",157030,서울특별시 강서구 등촌동 0-0번지 등촌대림A 1층동 102호,,,에이엠피엠등촌1점,2001-09-28 0:00,I,59:59.0,편의점,,,편의점,0,0,아파트지역,자율,상수도전용,,,,,,,,,N,111010.51,,,
3150000,3150000-104-1996-06919,19960127,,03,폐업,02,폐업,20000218,,,,0236612734,4.77,157030,서울특별시 강서구 등촌동 3-8번지 새한프라자104.105 ,,,에이엠피엠등촌2점,2000-02-22 0:00,I,59:59.0,편의점,,,편의점,0,1,아파트지역,기타,상수도전용,,,,,,,,,N,4.77,,,
3150000,3150000-104-1996-06920,19960402,,03,폐업,02,폐업,20050902,,,,0236624289,11.98,157840,서울특별시 강서구 등촌동 641-11번지 ,,,k마트,2000-06-14 0:00,I,59:59.0,편의점,187197.4688,450519.9994,편의점,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,11.98,,,
3150000,3150000-104-1996-06921,19960920,,03,폐업,02,폐업,19991123,,,,02 6986190,43.22,157928,서울특별시 강서구 화곡동 1114-30번지 ,,,브레드삽,2001-09-28 0:00,I,59:59.0,편의점,187001.5097,450188.7299,편의점,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,43.22,,,
3150000,3150000-104-1996-08080,19960214,,03,폐업,02,폐업,20170201,,,,0226079112,3.75,157925,서울특별시 강서구 화곡동 1070-12번지 ,서울특별시 강서구 화곡로 122 (화곡동),07718,후레쉬마트,2000-06-13 0:00,I,59:59.0,편의점,185391.5413,448651.4517,편의점,,,주택가주변,기타,상수도전용,,,,,,,,,N,3.75,,,
3150000,3150000-104-1997-06922,19971118,,03,폐업,02,폐업,20150324,,,,02 6642244,18.72,157240,서울특별시 강서구 공항동 1373-0번지 김포공항국내선 (지상 1층) ,"서울특별시 강서구 하늘길 112, 1층 (공항동, 김포공항국내선)",07505,야스스낵,2015-03-24 10:20,I,59:59.0,편의점,182974.8501,450419.6846,편의점,1,3,기타,기타,상수도전용,,,,,,,,,N,18.72,,,
3150000,3150000-104-1997-08668,19970903,,03,폐업,02,폐업,20130131,,,,02 6685913,,157806,서울특별시 강서구 가양동 1461번지 2단지아파트상가106 ,"서울특별시 강서구 허준로 47 (가양동,2단지아파트상가106)",07524,엘지25시 가양2점,2013-01-31 14:59,I,59:59.0,편의점,186429.3278,452034.2757,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-1998-06923,19980406,,03,폐업,02,폐업,20030902,,,,0236631382,8.22,157930,서울특별시 강서구 등촌동 680-0번지 ,,,세븐일레븐등촌점,2000-06-15 0:00,I,59:59.0,편의점,185831.959,451192.0936,편의점,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,8.22,,,
3150000,3150000-104-1998-06924,19980804,,03,폐업,02,폐업,20060519,,,,02 6077170,2.46,157918,서울특별시 강서구 화곡동 1007-2번지 ,,,케이엠티마트,2000-06-13 0:00,I,59:59.0,편의점,185383.1775,449518.6777,편의점,1,,주택가주변,기타,상수도전용,,,,,,,,,N,2.46,,,
3150000,3150000-104-1998-08081,19981223,,03,폐업,02,폐업,20000902,,,,02 6904355,6.15,157882,서울특별시 강서구 화곡동 354-65번지 ,,,훼미리마트화곡대리점,2000-09-05 0:00,I,59:59.0,편의점,185720.1208,447860.3832,편의점,1,,주택가주변,기타,상수도전용,,,,,,,,,N,6.15,,,
3150000,3150000-104-1999-07696,19991117,,03,폐업,02,폐업,20010713,,,,02 6658950,7.48,157857,서울특별시 강서구 방화동 829-4번지 금강플라자131 ,,,BUY THE WAY 방화역점,2001-07-16 0:00,I,59:59.0,편의점,183366.1012,452817.4695,편의점,0,0,기타,기타,상수도전용,,,,,,,,,N,7.48,,,
3150000,3150000-104-1999-07952,19990311,,03,폐업,02,폐업,20031204,,,,02 8157789,29.65,157897,서울특별시 강서구 화곡동 781-1번지 ,,,베스킨라빈스,2002-07-04 0:00,I,59:59.0,편의점,187861.1019,447778.6247,편의점,1,2,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,29.65,,,
3150000,3150000-104-1999-07954,19990607,,03,폐업,02,폐업,20061101,,,,02 6963177,,157916,서울특별시 강서구 화곡동 1105-1번지 ,,,베스킨라빈스,2002-07-04 0:00,I,59:59.0,편의점,186693.5589,450076.3096,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-2000-09057,20000426,,01,영업/정상,01,영업,,,,,02 6910663,,157910,서울특별시 강서구 화곡동 923-3번지 ,서울특별시 강서구 강서로7길 116 (화곡동),07775,오렌지,2002-02-01 0:00,I,59:59.0,편의점,185906.806,447437.7689,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-2000-09065,20000831,,03,폐업,02,폐업,20140807,,,,0232848111,9,157930,서울특별시 강서구 등촌동 668-8번지 (지상 1층) ,"서울특별시 강서구 공항대로 329, 1층 (등촌동, 3동)",07591,세븐일레븐(등촌3호),2014-04-24 9:04,I,59:59.0,편의점,186197.0108,450682.432,편의점,0,0,,,,,,,,,,,,N,9,,,
3150000,3150000-104-2000-09070,20000302,,03,폐업,02,폐업,20071217,,,,,73.13,157804,서울특별시 강서구 가양동 449-19번지 ,,,한국맥도날드 이마트점,2007-01-24 0:00,I,59:59.0,편의점,187761.1943,450640.2145,편의점,0,6,주택가주변,,상수도전용,,,,,,,,,N,73.13,,,
3150000,3150000-104-2000-09073,20000524,,03,폐업,02,폐업,20040128,,,,02 6907661,,157870,서울특별시 강서구 화곡동 84-1번지 ,,,미니스톱화곡점,2002-07-04 0:00,I,59:59.0,편의점,186154.1887,449418.0345,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-2001-08952,20010130,,03,폐업,02,폐업,20080415,,,,02,7.32,157881,서울특별시 강서구 화곡동 348-43번지 (지상 1층) ,,,후레쉬마트,2009-11-02 21:26,I,59:59.0,편의점,186158.4943,447826.2119,편의점,,1,주택가주변,기타,상수도전용,,,,,,,,,N,7.32,,,
3150000,3150000-104-2001-09127,20010926,,03,폐업,02,폐업,20200413,,,,02 6645789,6,157857,서울특별시 강서구 방화동 829-2번지 ,"서울특별시 강서구 금낭화로 287-10 (방화동, 3동)",07510,예일식품,2020-04-13 9:19,U,40:00.0,편의점,183307.1979,452726.0156,편의점,0,1,,,,,,,,,,,,N,6,,,
3150000,3150000-104-2001-09155,20010205,,03,폐업,02,폐업,20051209,,,,02 6041380,12.42,157871,서울특별시 강서구 화곡동 98-253번지 ,,,미니스톱화곡공원점,2002-07-04 0:00,I,59:59.0,편의점,186226.2982,448792.7431,편의점,0,0,기타,자율,상수도전용,,,,,,,,,N,12.42,,,
3150000,3150000-104-2002-00020,20020412,,03,폐업,02,폐업,20110414,,,,02 6611840,2.76,157833,서울특별시 강서구 내발산동 701-15번지 수산빌딩 1층 ,,,미니스톱,2011-04-14 10:51,I,59:59.0,편의점,185417.6711,449870.2657,편의점,0,1,주택가주변,자율,상수도전용,,,,,,,,,N,2.76,,,
3150000,3150000-104-2002-00027,2002-05-09,,03,폐업,02,폐업,2023-06-02,,,,0236619301,6.6,157-807,서울특별시 강서구 가양동 1480-8,서울특별시 강서구 양천로 461 (가양동),07526,미니스톱가양점,2023-06-02 9:17,U,04:00.0,편의점,186875.9942,451205.8351,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2002-00029,20020516,,03,폐업,02,폐업,20220706,,,,0226620613,3.5,157812,서울특별시 강서구 공항동 45-39 1층 3호,"서울특별시 강서구 공항대로 23, 1층 3호 (공항동)",07619,미니스톱 공항입구점,2022-07-06 15:42,U,08:00.0,편의점,183130.9158,451068.2758,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2002-00036,20020622,,03,폐업,02,폐업,20100728,,,,,2.76,157916,서울특별시 강서구 화곡동 1104-0번지 ,,,미니스톱(강서구청점),2012-11-05 8:06,I,59:59.0,편의점,186662.3202,450097.3323,편의점,1,0,주택가주변,자율,,,,,,,,,,N,2.76,,,
3150000,3150000-104-2003-00002,20030117,,03,폐업,02,폐업,20040407,,,,0226469672,4.5,157836,서울특별시 강서구 등촌동 514-9번지 ,,,세븐일레븐(등촌6호점),2003-12-09 0:00,I,59:59.0,편의점,187656.601,449270.9931,편의점,1,0,주택가주변,자율,상수도전용,,,,,,,,,N,4.5,,,
3150000,3150000-104-2003-00003,2003-01-17,,01,영업/정상,01,영업,,,,,0232848111,2.2,157-831,서울특별시 강서구 내발산동 699-19 (지상 1층),"서울특별시 강서구 강서로47길 25, 1층 (내발산동, 1동)",07638,세븐일레븐(발산점),2024-02-01 15:22,U,03:00.0,편의점,185332.4742,450055.4159,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2003-00004,20030117,,03,폐업,02,폐업,20221018,,,,0236642223,8.63,157930,서울특별시 강서구 등촌동 679-6 (지상 1층),"서울특별시 강서구 강서로56가길 53, 1층 (등촌동, 3동)",07583,세븐일레븐(등촌2호점),2022-10-18 15:30,U,00:00.0,편의점,185810.0828,451085.6091,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2003-00005,2003-01-17,,01,영업/정상,01,영업,,,,,0232848111,8.59,157-930,서울특별시 강서구 등촌동 683-0 인방빌딩 (지상 1층),"서울특별시 강서구 강서로68길 12, 1층 (등촌동, 3동 인방빌딩)",07582,세븐일레븐(등촌5호점),2024-02-01 16:22,U,03:00.0,편의점,185932.0354,451560.5369,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2003-00006,20030117,,03,폐업,02,폐업,20160927,,,,0232848111,7.04,157910,서울특별시 강서구 화곡동 934-27번지 (지상 1층) ,"서울특별시 강서구 강서로5나길 141, 1층 (화곡동, 1동)",07780,세븐일레븐(화곡6호점),2014-04-24 9:11,I,59:59.0,편의점,185808.9989,447324.0107,편의점,1,0,기타,자율,상수도전용,,,,,,,,,N,7.04,,,
3150000,3150000-104-2003-00007,2003-01-17,,03,폐업,02,폐업,2023-07-07,,,,0232848111,3.07,157-850,서울특별시 강서구 방화동 534-9 (지상 1층),"서울특별시 강서구 양천로 34, 1층 (방화동, 2동)",07602,세븐일레븐(개화산역점),2023-07-07 15:55,U,09:00.0,편의점,182941.0576,452258.4583,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2003-00009,20030117,,03,폐업,02,폐업,20171206,,,,0232848111,2,157882,서울특별시 강서구 화곡동 353-55번지 (지상 1층) ,"서울특별시 강서구 강서로17다길 2, 1층 (화곡동, 1동)",,세븐일레븐(화곡5호점),2017-12-06 14:59,I,59:59.0,편의점,185998.3685,447836.8261,편의점,0,0,,,,,,,,,,,,N,2,,,
3150000,3150000-104-2003-00010,20030117,,03,폐업,02,폐업,20121227,,,,0236647924,2.6,157863,서울특별시 강서구 염창동 272-9번지 ,,,세븐일레븐(염창2호점),2010-06-23 16:04,I,59:59.0,편의점,188182.7894,449782.3289,편의점,0,0,,,,,,,,,,,,N,2.6,,,
3150000,3150000-104-2003-00011,20030120,,03,폐업,02,폐업,20030902,,,,,1.9,157904,서울특별시 강서구 화곡동 874-12번지 ,,,세븐일레븐(화곡4호점),2003-05-28 0:00,I,59:59.0,편의점,186976.3419,447644.023,편의점,,,,,,,,,,,,,,N,1.9,,,
3150000,3150000-104-2003-00012,20030120,,03,폐업,02,폐업,20120504,,,,02  21275824,2.22,157840,서울특별시 강서구 등촌동 648-4번지 ,,,세븐일레븐(등촌4호점),2010-06-23 16:11,I,59:59.0,편의점,187926.0777,449953.2911,편의점,,,,,,,,,,,,,,N,2.22,,,
3150000,3150000-104-2003-00013,20030120,,03,폐업,02,폐업,20170424,,,,0232848111,8.32,157836,서울특별시 강서구 등촌동 513-21번지 (지상 1층) ,"서울특별시 강서구 등촌로 169, 1층 (등촌동, 2동)",07668,세븐일레븐(수도통합점),2017-04-24 14:36,I,59:59.0,편의점,187736.0215,449200.4652,편의점,1,0,주택가주변,자율,상수도전용,,,,,,,,,N,8.32,,,
3150000,3150000-104-2003-00014,20030120,,03,폐업,02,폐업,20030902,,,,0226064633,,157879,서울특별시 강서구 화곡동 337-3번지 ,,,세븐일레븐(화곡3호점),2003-01-20 0:00,I,59:59.0,편의점,186311.1015,448175.6069,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-2003-00015,20030120,,03,폐업,02,폐업,20030902,,,,0226637056,,157833,서울특별시 강서구 내발산동 701-6번지 ,,,세븐일레븐(발산2호점),2003-05-28 0:00,I,59:59.0,편의점,185438.6041,449977.4999,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-2003-00016,2003-01-20,,03,폐업,02,폐업,2023-11-29,,,,0232848111,2.28,157-857,서울특별시 강서구 방화동 830-0 (지상 1층),"서울특별시 강서구 금낭화로 146, 1층 (방화동, 3동)",07511,세븐일레븐(방화점),2023-11-29 16:34,U,01:00.0,편의점,183438.6737,452893.6223,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2003-00036,20030212,,03,폐업,02,폐업,20110322,,,,0226907661,15.18,157870,서울특별시 강서구 화곡동 84-1번지 (1층) ,,,미니스톱화곡점,2004-09-09 0:00,I,59:59.0,편의점,186154.1887,449418.0345,편의점,0,1,주택가주변,자율,상수도전용,,,,,,,,,N,15.18,,,
3150000,3150000-104-2003-00038,2003-02-25,,01,영업/정상,01,영업,,,,,0232848111,1.92,157-816,서울특별시 강서구 공항동 1354-6 (지상 1층),"서울특별시 강서구 방화대로6나길 1, 1층 (공항동)",07645,세븐일레븐(공항점),2024-02-01 16:03,U,03:00.0,편의점,183745.1644,450325.3673,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2003-00039,20030225,,03,폐업,02,폐업,20040407,,,,,,157850,서울특별시 강서구 방화동 563-50번지 ,,,세븐일레븐(방화2호점),2004-01-06 0:00,I,59:59.0,편의점,183262.4942,452182.1899,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-2003-00051,20030417,,03,폐업,02,폐업,20040421,,,,,,157854,서울특별시 강서구 방화동 712-1번지 스카이시티몰 엠파크9 ,,,엠파크9 매점,2003-12-15 0:00,I,59:59.0,편의점,182735.7869,451591.6108,편의점,,,,,,,,,,,,,,N,0,,,
3150000,3150000-104-2003-00085,2003-09-03,,01,영업/정상,01,영업,,,,,0226064633,3.3,157-884,서울특별시 강서구 화곡동 377-3 (지상 1층),"서울특별시 강서구 화곡로20길 58, 1층 (화곡동, 1동)",07718,세븐일레븐(화곡3호),2024-02-01 15:50,U,03:00.0,편의점,185498.6512,448411.2636,,,,,,,,,,,,,,,,,,,
3150000,3150000-104-2003-00088,20030922,,03,폐업,02,폐업,20081010,,,,,5.25,157857,"서울특별시 강서구 방화동 830-3번지 샤르망 110, 111호 ",,,세븐일레븐(방화역점),2003-12-15 0:00,I,59:59.0,편의점,183414.4948,452706.1049,편의점,,,,,,,,,,,,,,N,5.25,,,
3150000,3150000-104-2004-00038,20040916,,03,폐업,02,폐업,20090821,,,,0236636127,8.64,157801,서울특별시 강서구 가양동 54-5번지 ,,,엔카페,2005-02-14 0:00,I,59:59.0,편의점,186374.4637,451431.2511,편의점,1,1,기타,자율,상수도전용,,,,,,,,,N,8.64,,,
3150000,3150000-104-2005-00064,20050929,,03,폐업,02,폐업,20190916,,,,0232848111,1.5,157220,서울특별시 강서구 방화동 886-0번지 국제선청사 (지상 3층) 출국장옆 ,"서울특별시 강서구 하늘길 38, 3층 (방화동, 2동 김포공항국제선 출국장옆)",07505,세븐일레븐(김포공항점),2019-09-16 17:20,U,40:00.0,편의점,182524.8238,451438.2509,편의점,0,0,,,,,,,,,,,,N,1.5,,,
3150000,3150000-104-2005-00074,2005-12-09,,03,폐업,02,폐업,2023-10-13,,,,26041380,2.85,157-871,서울특별시 강서구 화곡동 98-253 (지상 1층),"서울특별시 강서구 까치산로4길 34, 1층 (화곡동, 본동)",07726,세븐일레븐 화곡공원점,2023-10-13 16:07,U,05:00.0,편의점,186226.2982,448792.7431,,,,,,,,,,,,,,,,,,,
